student_id,name,gender,age,residency_status,first_gen,major,cumulative_gpa,credits_completed
3817,Brett Taylor,M,20,domestic,0,Electrical Eng,3.42,32
3818,Earl Johnson,F,24,domestic,0,Computer Science,2.57,43
3819,Brendan Davis,F,23,domestic,0,Mechanical Eng,2.84,4
3820,Helen Sanchez,M,22,domestic,0,Marketing,2.34,103
3821,Travis Martin,M,18,domestic,0,Psychology,3.32,48
3822,Keith Carter,M,20,domestic,1,Sociology,3.1,11
3823,Christopher Hill,F,17,international,0,Sociology,2.04,12
3824,Anthony Fitzgerald,M,22,domestic,0,Chemistry,3.0,47
3825,Gabrielle Mclaughlin,M,22,domestic,1,Chemistry,2.68,63
3826,Rachael Beasley,M,22,domestic,0,Biology,2.88,73
3827,Susan Lee,M,23,domestic,0,Sociology,2.38,46
3828,Michael Bentley,F,23,domestic,0,Chemistry,3.59,63
3829,Raymond Long,F,21,domestic,0,Biology,2.41,55
3830,Michelle Brown,M,22,domestic,0,Accounting,4.0,42
3831,Karen Roberts,M,17,domestic,0,Electrical Eng,2.89,35
3832,Tyler Cain,F,19,domestic,0,English,2.62,46
3833,Jeffrey Washington,F,22,domestic,1,Mathematics,3.07,42
3834,Lori Leon,M,19,international,0,Mechanical Eng,2.99,45
3835,Mario Gonzales,M,25,domestic,1,Economics,3.99,58
3836,Raymond Lee,M,19,domestic,0,Electrical Eng,3.08,94
3837,Samantha Pope,F,22,international,0,English,1.69,15
3838,Blake Jones,M,22,domestic,0,Chemistry,2.42,48
3839,Christine Blair,F,24,domestic,1,English,3.29,56
3840,Rhonda Estrada,F,25,domestic,0,Sociology,2.7,34
3841,Steven Morton,F,24,domestic,0,English,2.5,77
3842,Christopher Contreras,M,17,domestic,1,Political Science,2.4,30
3843,Christopher Haley,M,26,domestic,0,Mechanical Eng,2.25,65
3844,Tracey Joseph,M,27,domestic,1,Accounting,2.95,83
3845,Kristen Randall,M,20,domestic,0,Marketing,2.4,57
3846,Veronica Delacruz,F,22,domestic,1,Accounting,3.61,40
3847,William Arnold,Other,18,domestic,1,Marketing,2.3,59
3848,Matthew Spears,F,17,domestic,0,Information Systems,2.02,33
3849,Christopher Allison,F,19,domestic,0,Chemistry,2.79,24
3850,Rebecca Anderson,M,20,domestic,0,Mechanical Eng,1.58,56
3851,Billy Holloway,M,20,domestic,1,Accounting,1.36,67
3852,Jacob Thompson,M,18,domestic,0,Mechanical Eng,3.17,48
3853,Sierra Fields,F,19,international,0,English,2.83,62
3854,Austin Ramos,F,21,domestic,0,Computer Science,1.55,114
3855,Chelsea Roach,F,19,domestic,0,Information Systems,2.85,82
3856,Peggy Parker,M,23,domestic,0,Economics,2.62,28
3857,Ethan Patterson,M,24,domestic,0,Information Systems,1.89,51
3858,Anthony Smith,F,30,domestic,0,Economics,3.24,54
3859,William Fowler,M,25,domestic,0,Computer Science,3.71,20
3860,Jacob Thompson,F,22,domestic,0,Accounting,3.95,63
3861,Michael Smith,F,19,domestic,0,Mechanical Eng,3.0,22
3862,Cynthia Mccoy,F,23,domestic,1,Chemistry,2.81,65
3863,Jennifer Murphy,M,23,domestic,1,Electrical Eng,3.86,103
3864,David Mayer,M,20,domestic,0,Business Analytics,2.95,41
3865,Jennifer Thomas,M,24,domestic,0,Economics,2.6,58
3866,Douglas Moore,M,17,domestic,0,Sociology,2.41,54
3867,Janet Lloyd,M,21,domestic,0,Psychology,3.13,17
3868,Jeremy Sanders,F,23,domestic,0,Economics,1.82,23
3869,Richard Johnson,F,20,domestic,0,Information Systems,3.5,56
3870,Michelle Johnson,M,21,domestic,0,Electrical Eng,1.97,49
3871,Manuel Lam,M,21,domestic,1,Accounting,2.29,41
3872,Jeremy Gilbert,M,19,domestic,0,Marketing,2.99,73
3873,Michael Chase,M,26,domestic,0,Computer Science,3.85,59
3874,Nicholas Beard,F,18,domestic,0,Economics,2.64,111
3875,Dylan Jackson,M,23,domestic,1,Electrical Eng,2.17,17
3876,Caitlyn Palmer,M,23,domestic,0,Finance,3.44,33
3877,Renee Smith,M,18,domestic,0,Economics,2.54,89
3878,Brianna Vega,F,22,domestic,0,Mechanical Eng,1.79,96
3879,Sara Singh,F,18,domestic,0,Sociology,3.16,19
3880,Crystal Williams,M,26,international,0,Business Analytics,2.67,33
3881,Joseph Estrada,F,18,domestic,0,Information Systems,2.65,40
3882,James Hartman,F,19,domestic,0,Marketing,3.24,87
3883,Shannon Cain,F,17,domestic,0,Nursing,3.3,41
3884,Jon Lin,M,17,domestic,0,Sociology,2.35,40
3885,Richard Payne,F,27,domestic,1,Nursing,2.87,37
3886,Luis Shea,F,23,international,0,Nursing,1.87,48
3887,Albert Ward,F,22,domestic,1,Mathematics,2.65,55
3888,Aaron Hansen,F,19,domestic,0,Mechanical Eng,2.27,101
3889,Catherine Andrews,F,25,domestic,0,Biology,2.67,89
3890,James Moreno,M,19,domestic,0,Nursing,2.55,13
3891,Scott Parsons,F,24,domestic,0,Finance,2.69,39
3892,Brandon Owens,F,18,domestic,1,English,1.8,46
3893,Thomas Francis,F,19,domestic,1,Nursing,2.01,32
3894,Jean Carroll,M,24,international,0,Psychology,2.67,75
3895,Jason Tapia,F,25,domestic,0,Psychology,3.7,85
3896,Sarah Berg,F,24,domestic,0,Business Analytics,3.24,31
3897,Olivia Alvarez,M,18,domestic,0,Mathematics,3.06,45
3898,Edward Giles,F,20,domestic,0,Electrical Eng,2.44,72
3899,Ryan Conway,F,22,international,0,Nursing,2.23,77
3900,Vincent Marquez,F,19,domestic,1,Political Science,3.17,30
3901,Matthew Vincent,M,26,domestic,0,Information Systems,2.1,59
3902,Maxwell Bauer,M,17,domestic,1,Mechanical Eng,3.78,24
3903,Jessica Ho,F,19,domestic,1,Psychology,2.77,77
3904,Tracy Gonzalez,M,20,domestic,1,Psychology,4.0,23
3905,Jessica Gallagher,F,17,domestic,0,Electrical Eng,3.82,48
3906,Cindy Carter,F,17,domestic,0,Computer Science,3.05,31
3907,Dean Hancock,F,24,international,0,Economics,3.03,16
3908,Denise Bailey,M,22,domestic,0,Mathematics,2.41,28
3909,Heather Sanders,F,27,domestic,0,Information Systems,3.59,35
3910,Aimee Smith,M,27,domestic,1,Sociology,2.57,82
3911,Samantha Decker,M,23,domestic,1,Economics,1.79,31
3912,Lauren Ruiz,M,23,domestic,1,Economics,3.49,47
3913,Kyle Ford,M,22,domestic,1,Psychology,3.13,25
3914,John Walton,Other,17,domestic,0,Sociology,2.49,73
3915,Jill Sampson,Other,17,domestic,0,Electrical Eng,2.96,77
3916,Hector Garcia,M,22,domestic,0,Biology,2.82,69
3917,Wyatt Galvan,F,24,domestic,0,Electrical Eng,3.69,34
3918,Sharon Walker,M,23,domestic,1,Business Analytics,2.2,25
3919,Noah Hall,F,18,international,0,Electrical Eng,3.69,17
3920,Wesley Brown,F,25,domestic,0,English,3.6,68
3921,Hannah Washington,F,27,domestic,0,Finance,2.42,31
3922,Cynthia Miller,M,25,domestic,0,Business Analytics,3.05,71
3923,Steven Williams,F,25,domestic,0,Political Science,3.13,19
3924,Brandon Chan,M,20,domestic,1,Political Science,4.0,39
3925,Matthew Lawrence,Other,25,domestic,0,Nursing,2.33,31
3926,Christopher Johnson,M,22,domestic,0,Accounting,1.64,24
3927,Morgan Patterson,F,23,domestic,0,Psychology,1.59,0
3928,Raymond Brewer,F,23,domestic,0,Economics,2.93,5
3929,Michael Jackson,F,21,domestic,0,Computer Science,3.41,79
3930,Melinda White,M,18,domestic,1,Marketing,2.27,20
3931,Manuel Harris,F,21,domestic,0,Business Analytics,2.69,65
3932,John Camacho,M,25,domestic,0,Business Analytics,2.53,45
3933,Zachary Morgan,F,20,domestic,0,Political Science,2.11,35
3934,Dennis Cannon,M,25,international,0,Chemistry,3.16,32
3935,Cynthia Black,M,24,domestic,0,Psychology,1.75,43
3936,Adam Soto,F,20,domestic,0,Electrical Eng,3.18,65
3937,John Horton,M,26,domestic,0,Economics,2.54,8
3938,Jason Johnson,M,20,domestic,1,Business Analytics,3.39,43
3939,Gloria Guzman,M,27,domestic,0,Sociology,2.9,57
3940,Jonathan Cherry,M,23,domestic,0,Electrical Eng,1.87,67
3941,Christopher Nolan,F,21,domestic,0,Business Analytics,2.99,75
3942,Darren Reeves,F,18,domestic,0,Electrical Eng,2.57,39
3943,Dawn Martin,M,21,domestic,1,Mathematics,3.46,3
3944,Robert Brown,M,21,domestic,1,English,3.24,57
3945,Patrick Jenkins,M,17,domestic,0,Psychology,3.49,41
3946,Jonathan Cole,M,21,international,1,Mechanical Eng,2.59,81
3947,Alicia White,F,19,domestic,1,Mechanical Eng,2.25,51
3948,Maria Martinez,F,24,domestic,1,Chemistry,2.79,81
3949,Rebecca Ross,M,26,domestic,0,Political Science,3.24,29
3950,Nicole Gonzalez,M,17,domestic,0,Nursing,2.22,81
3951,Alice Lewis,M,27,international,0,Electrical Eng,2.99,50
3952,Michelle Johnson,F,21,domestic,1,English,3.03,58
3953,Stephanie Trevino,Other,18,international,0,Marketing,3.63,0
3954,Pamela Jacobson,M,24,domestic,0,Accounting,2.17,78
3955,Justin Brown,M,20,international,0,Information Systems,3.1,39
3956,Paula Aguilar,F,21,domestic,0,Computer Science,2.5,60
3957,John Hamilton,F,20,domestic,0,English,2.35,35
3958,Ann Holloway,M,19,domestic,1,Accounting,3.97,80
3959,Robert Evans,M,24,domestic,0,Nursing,3.07,52
3960,Kristen Cook,M,20,domestic,1,Mathematics,3.72,49
3961,Amy Brown,F,17,domestic,0,Finance,2.35,102
3962,Christine Daniel,M,23,domestic,0,Political Science,3.81,0
3963,Steven Anderson,M,17,international,0,Nursing,2.56,33
3964,Cindy Munoz,F,17,domestic,0,Accounting,3.28,40
3965,Angela Johnson,M,26,domestic,0,Electrical Eng,2.23,20
3966,Jennifer Barr,F,17,domestic,0,Business Analytics,2.16,55
3967,Meghan May,M,17,international,0,Biology,2.78,5
3968,David Price,M,24,international,1,Mechanical Eng,3.73,6
3969,Patrick Key,F,20,domestic,0,Finance,3.56,58
3970,Matthew Moore,M,21,domestic,0,Sociology,2.88,18
3971,David Freeman,Other,20,domestic,0,Sociology,2.61,60
3972,Anthony Lamb,F,22,domestic,0,Computer Science,2.99,27
3973,Katherine Holmes,M,19,domestic,0,Marketing,2.17,20
3974,Matthew Cruz,F,27,domestic,0,Mathematics,2.88,15
3975,Paul Robles,M,17,domestic,0,Accounting,2.83,16
3976,Roberto Casey,F,23,domestic,0,Economics,2.83,32
3977,Timothy Porter,M,24,domestic,0,Political Science,3.08,21
3978,Jeffrey Gonzalez,F,19,domestic,1,Economics,3.28,41
3979,Kristy Diaz,M,18,domestic,0,English,1.37,0
3980,Amanda Horton,M,25,domestic,0,Finance,2.3,20
3981,Corey Kelley,F,18,domestic,1,Finance,2.41,82
3982,Scott Williams,F,19,domestic,0,Psychology,2.7,7
3983,Jeffrey Cobb,M,25,domestic,0,Biology,2.76,25
3984,Jennifer Coleman,M,22,domestic,0,Marketing,3.18,82
3985,Amy Frank,F,17,international,0,Electrical Eng,2.99,44
3986,Kelsey Brady,F,28,domestic,0,Marketing,3.52,0
3987,Harold Norris,M,20,domestic,0,Information Systems,2.62,63
3988,John Burns,M,20,domestic,1,Business Analytics,2.39,81
3989,Brandy Chung,M,22,domestic,1,Political Science,2.72,44
3990,Jessica Evans,F,24,domestic,0,Electrical Eng,2.82,28
3991,Chloe Johnson,M,28,domestic,0,Economics,2.86,0
3992,Brandy Wilson,M,17,domestic,0,Accounting,2.65,30
3993,Karen Ortiz,F,24,domestic,0,Marketing,3.45,8
3994,Lee Dixon,M,24,domestic,0,Sociology,3.39,45
3995,Morgan Martin,F,21,domestic,0,Political Science,3.45,70
3996,Erin Douglas,M,24,domestic,0,Electrical Eng,2.21,15
3997,Morgan Chavez,M,25,international,0,Business Analytics,3.23,66
3998,Andrea Goodman,M,17,domestic,1,Mathematics,3.76,0
3999,Maria Bauer,F,28,domestic,0,Psychology,3.47,38
4000,Scott Lopez,M,17,domestic,1,Political Science,2.49,0
4001,Caroline Johnson,F,18,domestic,1,Computer Science,2.6,50
4002,Mary Stark,F,21,domestic,0,Information Systems,1.86,79
4003,Douglas Payne,F,28,domestic,1,Mathematics,3.57,32
4004,Jillian Phillips,M,20,domestic,0,Chemistry,2.21,50
4005,Timothy Miller,M,21,domestic,0,Mathematics,2.51,30
4006,Candace Harris,M,27,international,0,Computer Science,3.14,56
4007,Anthony Brown,M,20,domestic,0,Psychology,2.89,69
4008,Marisa Miranda,M,17,domestic,0,Accounting,3.02,45
4009,Christopher Adams,F,20,domestic,0,Marketing,2.45,29
4010,Nicholas Wilcox,M,26,international,0,Biology,2.04,54
4011,Sandra Moreno,M,22,domestic,0,Chemistry,2.93,99
4012,Angela Rivera,M,28,international,0,Accounting,2.27,54
4013,Andrea Trujillo,F,24,domestic,0,Accounting,3.11,7
4014,Alexa Mcdowell,M,19,domestic,0,Electrical Eng,2.27,102
4015,Amanda Mason,F,22,domestic,0,Nursing,2.71,21
4016,David Gentry,M,19,domestic,0,Sociology,3.83,21
4017,Peter Williams,F,19,international,0,Psychology,2.93,75
4018,Duane Branch,F,37,domestic,1,Business Analytics,2.32,32
4019,Brian White,M,25,international,0,Finance,3.1,60
4020,Courtney Khan,M,25,domestic,0,Economics,2.71,58
4021,Zachary Booker,M,19,domestic,0,Finance,2.33,58
4022,Jeffrey Francis,M,27,domestic,1,Mechanical Eng,2.81,88
4023,Jim Benitez,F,25,domestic,0,Political Science,3.54,37
4024,Daniel Hodges,F,28,domestic,0,Electrical Eng,3.16,46
4025,Timothy Jackson,F,28,domestic,0,Mechanical Eng,2.69,17
4026,Deanna Thomas,F,17,domestic,0,Psychology,2.07,67
4027,Alex Aguirre,M,18,domestic,0,Mathematics,3.24,51
4028,Michelle Ross,M,18,domestic,0,Mathematics,3.09,83
4029,David Lopez,F,18,domestic,1,Chemistry,1.82,56
4030,Antonio Leonard,M,23,domestic,0,Computer Science,1.91,97
4031,Matthew Collins,F,20,domestic,0,Biology,3.74,41
4032,Lindsey Gardner,M,29,domestic,1,Nursing,2.99,52
4033,Martha Patel,M,28,domestic,0,Mathematics,1.96,47
4034,James Wade,Other,21,domestic,1,Economics,3.48,24
4035,Christopher Mason,M,28,domestic,0,Finance,3.53,0
4036,Tracy Smith,Other,27,domestic,1,English,2.37,52
4037,Rebecca Parrish,Other,20,domestic,0,Mechanical Eng,2.25,0
4038,Timothy Edwards,F,17,domestic,1,Mathematics,2.85,59
4039,Mark Miller,F,21,domestic,1,Business Analytics,2.9,80
4040,Jeffrey Gray,F,19,domestic,0,Mathematics,2.71,43
4041,Tyler Turner,F,22,domestic,0,Chemistry,2.16,56
4042,Vanessa Gonzalez,M,22,domestic,0,Sociology,2.59,57
4043,Zachary Terry,M,22,domestic,1,Accounting,2.55,74
4044,Susan Scott,F,23,domestic,0,Computer Science,1.91,42
4045,Jon Wilson,M,17,domestic,0,Computer Science,3.39,9
4046,Rachel Oconnor,M,23,domestic,0,Business Analytics,2.16,0
4047,Reginald Cruz,M,20,domestic,0,Mathematics,3.58,35
4048,Christine Evans,F,22,domestic,0,Biology,2.89,0
4049,Samuel Wright,F,25,international,1,Mathematics,2.41,46
4050,Sarah Rodriguez,M,17,domestic,0,Finance,3.03,53
4051,Christopher Gonzales,F,21,domestic,1,Accounting,2.72,29
4052,Robert Lawson,F,21,domestic,0,Accounting,3.59,67
4053,Megan Johnson,F,20,domestic,0,Sociology,4.0,50
4054,Craig Gaines,F,25,domestic,0,Economics,3.04,25
4055,John Henry,F,19,domestic,0,English,2.69,31
4056,Jessica Mccoy,M,20,domestic,1,Biology,3.76,85
4057,Tammy Crawford,F,19,domestic,1,Sociology,2.68,0
4058,Stacy Green,M,25,domestic,0,Mathematics,2.48,38
4059,Carlos Hogan,F,20,domestic,0,Nursing,3.54,51
4060,Rebecca Lopez,Other,23,international,0,Economics,3.3,27
4061,Gabriel Braun,M,28,domestic,1,Information Systems,2.49,23
4062,John Roberson,M,21,international,1,Electrical Eng,2.99,78
4063,Sonia Garner,F,25,domestic,1,Biology,2.59,106
4064,Tiffany Fletcher,M,27,domestic,0,Mathematics,3.16,35
4065,Charles Chang,F,25,domestic,0,Psychology,3.1,46
4066,Joseph Marshall,M,21,domestic,0,Economics,2.03,62
4067,Justin Rodriguez,M,24,international,0,English,2.82,14
4068,Jason Davis,Other,17,domestic,0,Political Science,1.91,47
4069,Benjamin Davis,F,19,domestic,0,Electrical Eng,1.95,91
4070,Kari Christensen,F,19,domestic,0,Biology,2.5,117
4071,Laura Taylor,M,29,domestic,1,Mathematics,2.44,8
4072,Troy White,F,19,domestic,1,Nursing,1.77,18
4073,Chad Townsend,F,19,domestic,0,Accounting,2.09,32
4074,Maria Carroll,F,18,international,0,Marketing,1.88,34
4075,Vanessa Livingston,F,23,domestic,0,Electrical Eng,2.36,78
4076,Brooke Ho,F,22,domestic,1,Business Analytics,3.12,46
4077,Jonathan Giles,M,25,domestic,1,Computer Science,3.69,75
4078,Edward Castaneda,M,24,domestic,1,Finance,3.43,52
4079,Nicole Oliver,F,17,domestic,1,Biology,3.06,42
4080,Brian Williams,M,19,domestic,0,Economics,3.03,58
4081,Douglas Sanchez,F,26,domestic,0,Nursing,2.74,0
4082,William Molina,M,21,domestic,0,Mechanical Eng,2.74,35
4083,Morgan Harmon,F,26,international,0,Psychology,3.63,36
4084,Jacob Silva,F,21,domestic,1,Electrical Eng,3.17,3
4085,Matthew Shelton,M,18,domestic,0,Sociology,2.92,85
4086,Valerie Gross,M,20,domestic,0,Marketing,1.75,38
4087,Erica Smith,M,18,domestic,0,Economics,3.24,56
4088,Tracey Ryan,F,20,domestic,1,Biology,3.24,71
4089,Sharon Flores,F,22,domestic,0,Electrical Eng,2.43,20
4090,Matthew Scott,M,23,domestic,0,Economics,2.94,54
4091,Patricia West,F,17,international,0,Mechanical Eng,2.72,0
4092,Erica Reeves,M,21,domestic,0,Computer Science,2.48,61
4093,Leslie Mora,M,19,domestic,0,Electrical Eng,3.05,28
4094,Jason Atkinson,F,19,international,1,Finance,2.15,37
4095,Cheryl Wilkerson,M,22,domestic,0,Biology,4.0,79
4096,Patrick Wood,M,20,domestic,1,Accounting,3.12,100
4097,Eddie Smith,M,26,domestic,0,Accounting,2.73,23
4098,David Holland,M,26,international,0,Nursing,3.38,19
4099,Luis Conner,M,26,domestic,1,Mathematics,3.27,66
4100,Natalie Sanchez,M,20,domestic,0,Business Analytics,2.35,64
4101,Arthur Taylor,F,18,domestic,0,Mechanical Eng,2.5,9
4102,Tyler Garcia,M,22,domestic,1,Sociology,1.43,44
4103,Alyssa Patterson,F,21,domestic,0,Psychology,2.16,44
4104,Angela Lozano,M,19,domestic,1,Mechanical Eng,3.2,44
4105,Ruben Hart,M,17,domestic,0,Nursing,2.91,65
4106,Stephen Mccoy,F,21,domestic,0,Mathematics,2.5,90
4107,Leslie Williams,Other,20,domestic,0,Mechanical Eng,3.01,38
4108,Sonia Brown,M,24,domestic,1,Finance,2.48,99
4109,Michael Lopez,F,24,domestic,0,Accounting,1.93,41
4110,Veronica Burton,F,25,domestic,1,Mathematics,2.23,94
4111,Anthony Perry,F,17,domestic,1,Nursing,4.0,58
4112,Cesar Underwood,F,23,domestic,0,Sociology,2.71,78
4113,Jenna Johnson,M,19,domestic,0,Chemistry,2.74,73
4114,Zachary Rowe,M,17,domestic,0,Computer Science,3.11,21
4115,Bradley Weeks,F,20,domestic,0,Political Science,3.39,56
4116,Kayla White,M,25,domestic,0,Political Science,2.66,18
4117,Stacey Terry,F,20,domestic,0,Computer Science,3.47,42
4118,William Rodriguez,M,27,domestic,1,Political Science,2.67,11
4119,Charles Brooks,M,23,international,1,Information Systems,2.79,39
4120,Thomas Matthews,F,20,domestic,1,Finance,2.51,47
4121,Jacqueline Cortez,M,26,domestic,1,Chemistry,3.26,19
4122,Chase Gillespie,F,23,domestic,0,English,1.97,45
4123,Evelyn Bailey,F,18,domestic,0,English,2.94,69
4124,Rachel Green,F,28,domestic,1,Psychology,3.16,16
4125,Ashley Mason,F,22,domestic,0,Biology,3.42,72
4126,Crystal Escobar,F,22,domestic,1,Information Systems,3.13,73
4127,James Wilkins,F,19,domestic,0,Electrical Eng,2.25,16
4128,Paul Jones,F,26,domestic,0,Biology,3.15,0
4129,John Prince,M,23,domestic,1,Biology,3.24,78
4130,Karen Russo,M,24,domestic,1,Electrical Eng,3.19,38
4131,Sharon Castro,M,20,domestic,0,Computer Science,2.66,45
4132,Diane Wilcox,M,24,domestic,1,Mathematics,2.71,106
4133,Martin Stewart,F,25,domestic,0,Mechanical Eng,3.4,58
4134,Kerri Jimenez,F,19,domestic,0,Mechanical Eng,2.8,59
4135,Jennifer Bennett,F,17,domestic,1,Finance,2.23,45
4136,Jonathan Moore,M,24,domestic,0,English,2.55,39
4137,Daniel Edwards,F,17,domestic,0,Mechanical Eng,3.69,43
4138,Melanie Little,M,22,domestic,0,Computer Science,1.99,41
4139,Timothy Thornton,F,20,domestic,0,Finance,3.58,0
4140,Krystal Mcdonald,F,26,domestic,0,Mathematics,2.81,15
4141,Jon Jimenez,M,20,domestic,0,Nursing,2.0,43
4142,Michael Bailey,M,25,domestic,0,Economics,3.28,106
4143,Lisa Kaufman,M,20,domestic,1,Electrical Eng,2.37,3
4144,Anthony Smith,F,25,domestic,0,Psychology,2.86,29
4145,Amy Guzman,F,29,domestic,1,Economics,1.7,29
4146,Johnathan Schroeder,F,18,domestic,0,Economics,3.61,66
4147,Kimberly Kelly,M,23,domestic,0,Psychology,2.62,48
4148,Christina Haynes,M,31,domestic,0,Political Science,2.43,26
4149,Jose Torres,F,22,domestic,0,Computer Science,2.91,80
4150,Christopher Miller,F,22,domestic,0,Political Science,3.33,15
4151,Heather Pham,M,24,domestic,0,Chemistry,2.69,30
4152,Donald Crosby,M,22,domestic,0,Electrical Eng,3.31,12
4153,Kelly Perez,F,17,domestic,0,Mechanical Eng,2.78,75
4154,Kimberly Bowen,M,25,domestic,0,Business Analytics,2.85,44
4155,Samantha Oliver,M,17,domestic,0,Accounting,2.32,24
4156,Carmen Jacobs,M,20,domestic,0,Business Analytics,3.43,58
4157,Emily Meyer,F,26,domestic,1,Accounting,3.2,92
4158,Anna Rivera,F,20,domestic,0,Mathematics,3.13,0
4159,Lisa Fields,F,19,domestic,0,Biology,3.44,63
4160,Kelly Stone,F,25,domestic,0,English,2.17,97
4161,Stephanie Mcbride,F,19,domestic,1,Economics,2.84,92
4162,Emily Pierce,M,17,domestic,0,English,3.47,38
4163,Dennis Stevens,F,22,domestic,1,Business Analytics,2.78,48
4164,Daniel Russell,M,21,domestic,0,Marketing,2.89,51
4165,Betty Bennett,F,17,domestic,1,Political Science,2.87,37
4166,Scott Morton,M,24,domestic,1,Marketing,3.08,73
4167,Edward Rogers,M,23,domestic,1,Economics,1.65,0
4168,Eric Villa,M,20,domestic,0,Mathematics,2.87,62
4169,Stephen Watkins,M,20,domestic,0,Business Analytics,3.04,43
4170,Jason Kim,M,23,domestic,0,Mathematics,3.04,75
4171,Rachel Collier,M,26,domestic,0,Mechanical Eng,3.76,78
4172,Henry Travis,Other,21,domestic,1,English,2.45,48
4173,Randy Murphy,M,24,domestic,0,Finance,3.79,26
4174,Jeremy White,F,23,domestic,0,Computer Science,2.58,76
4175,Scott Dominguez,F,25,international,0,Electrical Eng,1.99,7
4176,Angie Diaz,Other,22,domestic,0,Psychology,3.7,13
4177,Kimberly Marshall,F,18,domestic,0,Biology,3.43,43
4178,Shari Erickson,F,20,domestic,1,Psychology,2.88,29
4179,Lindsay Barry,M,23,domestic,0,Mechanical Eng,2.45,39
4180,Keith Love,M,28,domestic,0,Computer Science,2.67,36
4181,Victoria Stafford,M,20,domestic,0,Finance,2.95,44
4182,Kevin Schmidt,F,24,domestic,0,Electrical Eng,3.63,90
4183,Kelly Nunez,F,20,domestic,0,Chemistry,2.01,10
4184,Shelley Smith,M,22,domestic,0,Accounting,2.67,31
4185,David Shelton,M,27,domestic,1,Marketing,2.64,70
4186,Monica Ramos,F,24,domestic,1,Nursing,2.51,46
4187,Erika Molina,M,17,domestic,1,Business Analytics,2.41,16
4188,Amy Norris,F,19,international,0,Marketing,3.76,42
4189,James Figueroa,F,26,domestic,1,Chemistry,2.32,0
4190,Margaret Butler,F,22,domestic,1,Marketing,2.88,76
4191,Linda Nunez,F,17,domestic,1,Political Science,2.09,49
4192,April Taylor,F,19,domestic,0,Psychology,3.32,111
4193,Robert Ferguson,F,24,domestic,1,English,2.5,11
4194,Dawn Richardson,F,25,domestic,1,Political Science,1.48,25
4195,Phillip Johnson,F,22,domestic,1,Business Analytics,3.38,50
4196,William Davis,M,30,domestic,0,Biology,2.47,85
4197,Brianna Dawson,M,24,domestic,1,Business Analytics,3.59,30
4198,Jeffery Wang,M,21,domestic,1,Accounting,3.45,24
4199,Ethan Johnson,M,19,domestic,0,Computer Science,2.73,47
4200,Kevin Ballard,F,18,domestic,0,Sociology,3.04,25
4201,Debra Fisher,F,23,domestic,1,Mechanical Eng,2.86,59
4202,Robyn Mckenzie,M,20,domestic,0,Electrical Eng,1.96,47
4203,Nathan Cummings,M,27,domestic,0,Sociology,3.65,66
4204,Cheryl Zavala,Other,27,domestic,0,Mechanical Eng,2.65,72
4205,Reginald Rivas,M,24,domestic,1,Electrical Eng,2.81,56
4206,Matthew Leonard,M,17,domestic,0,Biology,2.82,80
4207,James Green,F,19,domestic,0,Political Science,2.66,35
4208,Heather Johnson,F,26,domestic,0,English,3.18,2
4209,Bailey Martinez,M,20,international,1,Mathematics,2.74,13
4210,Brittney Rios,M,25,domestic,0,Psychology,2.49,42
4211,John Manning,M,23,domestic,1,Accounting,2.55,58
4212,James Williams,F,22,international,1,Political Science,3.8,63
4213,Matthew Johnson,F,19,domestic,0,Nursing,2.84,26
4214,Jonathan Swanson,M,21,domestic,0,Chemistry,3.77,71
4215,Patricia Murphy,F,22,domestic,0,English,2.23,0
4216,Megan Hayes,F,25,domestic,0,Marketing,2.41,29
4217,Rebecca Hayes,M,18,domestic,0,Nursing,2.51,60
4218,Jill Parker,F,21,domestic,1,Marketing,2.75,72
4219,Richard Jennings,F,22,domestic,1,Information Systems,2.37,68
4220,Sarah Morse,M,24,domestic,0,Information Systems,2.72,73
4221,Jose Petersen,M,18,domestic,0,Biology,2.92,50
4222,Michelle Houston,F,17,international,0,Business Analytics,3.4,41
4223,Patrick Clark,F,24,domestic,0,Computer Science,1.99,0
4224,Sean Bennett,F,17,domestic,0,English,3.36,38
4225,Christopher Shields,F,26,domestic,1,Sociology,3.24,11
4226,Julie Harrison,F,21,domestic,1,Chemistry,2.22,63
4227,Eric Henry,M,17,domestic,0,Finance,2.33,4
4228,Christine Jones,F,20,domestic,1,Business Analytics,3.02,40
4229,Melissa Adams,M,23,domestic,0,Psychology,2.42,9
4230,Jeffrey Peterson,M,20,domestic,1,Finance,3.62,45
4231,David Johnson,F,22,domestic,0,Political Science,2.8,41
4232,Carol Shah,F,24,domestic,0,Electrical Eng,2.07,0
4233,Kathryn Vaughn,M,21,domestic,1,Sociology,2.13,55
4234,Kristi Francis,F,18,domestic,0,Sociology,1.91,36
4235,Marcia Stewart,M,20,international,1,Accounting,2.74,46
4236,Melanie White,M,26,international,0,Accounting,2.77,33
4237,David Cooper,M,27,international,0,Electrical Eng,3.11,23
4238,Wendy Barton,F,17,domestic,0,Finance,3.56,68
4239,Nancy Ray,F,25,domestic,0,Biology,2.81,76
4240,Jennifer Stanton,M,22,domestic,0,Accounting,3.56,74
4241,Carol Moreno,F,25,domestic,0,Business Analytics,2.36,4
4242,Kevin Burton,M,20,domestic,0,Business Analytics,1.92,87
4243,Jennifer Schultz,F,17,domestic,0,Business Analytics,3.28,62
